,train_min_loss,train_min_acc,train_min_epoch,val_min_loss,val_min_acc,val_min_epoch,test_loss,test_acc,test_epoch,test_seed,test_type,model
39,0.0006066612585182784,1.0,13,0.0004939318471140444,1.0,13,0.0005369577158980685,1.0,13,37,configuration,resnext-saycam(S)-h
40,0.0006007402459764652,1.0,14,0.0004506529697279732,1.0,14,0.0006179472211875865,1.0,14,33,configuration,resnext-saycam(S)-v
41,0.00034296831275022326,1.0,16,0.0002669673123399172,1.0,16,0.00046259166366427153,1.0,16,34,configuration,resnext-saycam(S)-v
42,0.00032854748512583116,1.0,17,0.00032996782157659676,1.0,17,0.0005622879035789603,1.0,17,35,configuration,resnext-saycam(S)-v
43,0.00045943592170981997,1.0,16,0.0004948632844249145,1.0,16,0.0008339165258168202,1.0,16,36,configuration,resnext-saycam(S)-v
44,0.000531544675736925,1.0,14,0.0006627791170523359,1.0,14,0.0006696637312185005,1.0,14,37,configuration,resnext-saycam(S)-v
45,0.00035083323191115753,1.0,15,0.00034139674412122427,1.0,15,0.0004416710423919583,1.0,15,33,configuration,resnext-saycam(S)-hv
46,0.00044813200292992406,1.0,15,0.00038455503874082264,1.0,15,0.0006465653150371509,1.0,15,34,configuration,resnext-saycam(S)-hv
47,0.0005246018422910531,1.0,12,0.0006472257395776418,1.0,12,0.0009062826873790953,1.0,12,35,configuration,resnext-saycam(S)-hv
48,0.00041184097062796354,1.0,15,0.00038117272225253354,1.0,15,0.0005723962701542029,1.0,15,36,configuration,resnext-saycam(S)-hv
49,0.0003424196345741652,1.0,17,0.00045613072423013643,1.0,17,0.0003202471255910553,1.0,17,37,configuration,resnext-saycam(S)-hv
50,0.0005986555364055174,1.0,17,0.000612857239432812,1.0,17,0.0008374191306684802,1.0,17,33,configuration,resnext-DINO-S
51,0.00044856171559237327,1.0,21,0.0006016978838418324,1.0,21,0.0007970794489203457,1.0,21,34,configuration,resnext-DINO-S
52,0.0007989711395002187,1.0,17,0.0007864768704166636,1.0,17,0.0013027287894233485,1.0,17,35,configuration,resnext-DINO-S
53,0.00044421148231776897,1.0,22,0.000437464233143076,1.0,22,0.0008155834292420112,1.0,22,36,configuration,resnext-DINO-S
54,0.00039196343967542535,1.0,22,0.0007064217486633704,1.0,22,0.0003581168584498791,1.0,22,37,configuration,resnext-DINO-S
55,0.00039386111975232027,1.0,19,0.0005364314098327528,1.0,19,0.0006461520888911938,1.0,19,33,configuration,resnext-DINO-ImageNet
56,0.0006028916616522675,1.0,16,0.0007173460510854896,1.0,16,0.000819544430366174,1.0,16,34,configuration,resnext-DINO-ImageNet
57,0.0003989468535517768,1.0,20,0.0006154034719936765,1.0,20,0.0005996262419694898,1.0,20,35,configuration,resnext-DINO-ImageNet
58,0.0004988602971119188,1.0,18,0.000593819281046028,1.0,18,0.0007843480752998158,1.0,18,36,configuration,resnext-DINO-ImageNet
59,0.00042529896494795987,1.0,18,0.00039386452968196513,1.0,18,0.00041912643485822687,1.0,18,37,configuration,resnext-DINO-ImageNet
