,model_name,condition,acc_mean,acc_std,acc_sem,n_target_types,n_habituation_stimuli,seed,n_examples,relation,triplet_generator
42,resnext-saycam(S)-v,different_shapes,0.6005859375,0.48977798223495483,0.015305561944842339,2,1,34,1024,no_reference,same_quadrant
43,resnext-saycam(S)-v,split_text,0.525390625,0.49935489892959595,0.015604840591549873,2,1,34,1024,no_reference,same_quadrant
44,resnext-saycam(S)-v,random_color,0.6005859375,0.48977798223495483,0.015305561944842339,2,1,34,1024,no_reference,same_quadrant
45,resnext-saycam(S)-hv,different_shapes,0.4052734375,0.49094489216804504,0.015342027880251408,2,1,34,1024,no_reference,same_quadrant
46,resnext-saycam(S)-hv,split_text,0.3955078125,0.48895949125289917,0.015279984101653099,2,1,34,1024,no_reference,same_quadrant
47,resnext-saycam(S)-hv,random_color,0.4033203125,0.4905639886856079,0.015330124646425247,2,1,34,1024,no_reference,same_quadrant
48,resnext-DINO-S,different_shapes,0.42578125,0.4944608807563782,0.015451902523636818,2,1,34,1024,no_reference,same_quadrant
49,resnext-DINO-S,split_text,0.4306640625,0.49516919255256653,0.015474037267267704,2,1,34,1024,no_reference,same_quadrant
50,resnext-DINO-S,random_color,0.3740234375,0.483869731426239,0.01512092910706997,2,1,34,1024,no_reference,same_quadrant
51,resnext-DINO-ImageNet,different_shapes,0.517578125,0.4996909201145172,0.015615341253578663,2,1,34,1024,no_reference,same_quadrant
52,resnext-DINO-ImageNet,split_text,0.5302734375,0.49908268451690674,0.015596333891153336,2,1,34,1024,no_reference,same_quadrant
53,resnext-DINO-ImageNet,random_color,0.5126953125,0.49983879923820496,0.015619962476193905,2,1,34,1024,no_reference,same_quadrant
54,resnext-saycam(S)-s,different_shapes,0.169921875,0.3755641579627991,0.011736379936337471,2,4,34,1024,no_reference,same_quadrant
55,resnext-saycam(S)-s,split_text,0.1337890625,0.3404255509376526,0.010638298466801643,2,4,34,1024,no_reference,same_quadrant
56,resnext-saycam(S)-s,random_color,0.189453125,0.39186814427375793,0.012245879508554935,2,4,34,1024,no_reference,same_quadrant
57,resnext-saycam(S)-h,different_shapes,0.2060546875,0.40447020530700684,0.012639693915843964,2,4,34,1024,no_reference,same_quadrant
58,resnext-saycam(S)-h,split_text,0.208984375,0.4065832197666168,0.012705725617706776,2,4,34,1024,no_reference,same_quadrant
59,resnext-saycam(S)-h,random_color,0.28515625,0.45148882269859314,0.014109025709331036,2,4,34,1024,no_reference,same_quadrant
60,resnext-saycam(S)-v,different_shapes,0.6875,0.4635123908519745,0.014484762214124203,2,4,34,1024,no_reference,same_quadrant
61,resnext-saycam(S)-v,split_text,0.5478515625,0.49770495295524597,0.015553279779851437,2,4,34,1024,no_reference,same_quadrant
62,resnext-saycam(S)-v,random_color,0.66015625,0.47365596890449524,0.014801749028265476,2,4,34,1024,no_reference,same_quadrant
63,resnext-saycam(S)-hv,different_shapes,0.3203125,0.4665966033935547,0.014581143856048584,2,4,34,1024,no_reference,same_quadrant
64,resnext-saycam(S)-hv,split_text,0.32421875,0.4680822193622589,0.014627569355070591,2,4,34,1024,no_reference,same_quadrant
65,resnext-saycam(S)-hv,random_color,0.208984375,0.4065832197666168,0.012705725617706776,2,4,34,1024,no_reference,same_quadrant
66,resnext-DINO-S,different_shapes,0.3955078125,0.48895949125289917,0.015279984101653099,2,4,34,1024,no_reference,same_quadrant
67,resnext-DINO-S,split_text,0.3701171875,0.4828358590602875,0.015088620595633984,2,4,34,1024,no_reference,same_quadrant
68,resnext-DINO-S,random_color,0.306640625,0.461098849773407,0.014409339055418968,2,4,34,1024,no_reference,same_quadrant
69,resnext-DINO-ImageNet,different_shapes,0.5556640625,0.4968918561935425,0.015527870506048203,2,4,34,1024,no_reference,same_quadrant
70,resnext-DINO-ImageNet,split_text,0.6083984375,0.488108366727829,0.015253386460244656,2,4,34,1024,no_reference,same_quadrant
71,resnext-DINO-ImageNet,random_color,0.55078125,0.49741458892822266,0.015544205904006958,2,4,34,1024,no_reference,same_quadrant
