,model_name,condition,acc_mean,acc_std,acc_sem,relation,two_reference_objects,adjacent_reference_objects,n_target_types,n_habituation_stimuli,rotate_angle,seed,n_examples,transpose,same_relation_target_distance_ratio
0,resnext-DINO-S,different_shapes,0.9931640625,0.08239664882421494,0.0025748952757567167,above_below,0,0,1,1,0,34,1024,False,1.1
1,resnext-DINO-S,split_text,0.9951171875,0.06970632076263428,0.002178322523832321,above_below,0,0,1,1,0,34,1024,False,1.1
2,resnext-DINO-S,random_color,0.990234375,0.09833747148513794,0.0030730459839105606,above_below,0,0,1,1,0,34,1024,False,1.1
3,resnext-DINO-ImageNet,different_shapes,0.8974609375,0.3033559024333954,0.009479871951043606,above_below,0,0,1,1,0,34,1024,False,1.1
4,resnext-DINO-ImageNet,split_text,0.97265625,0.163083016872406,0.005096344277262688,above_below,0,0,1,1,0,34,1024,False,1.1
5,resnext-DINO-ImageNet,random_color,0.810546875,0.39186814427375793,0.012245879508554935,above_below,0,0,1,1,0,34,1024,False,1.1
6,resnext-DINO-S,different_shapes,0.9658203125,0.1816904991865158,0.005677828099578619,above_below,0,0,1,1,30,34,1024,False,1.1
7,resnext-DINO-S,split_text,0.978515625,0.144992396235466,0.004531012382358313,above_below,0,0,1,1,30,34,1024,False,1.1
8,resnext-DINO-S,random_color,0.9462890625,0.22544638812541962,0.007045199628919363,above_below,0,0,1,1,30,34,1024,False,1.1
9,resnext-DINO-ImageNet,different_shapes,0.8271484375,0.3781189024448395,0.011816215701401234,above_below,0,0,1,1,30,34,1024,False,1.1
10,resnext-DINO-ImageNet,split_text,0.7958984375,0.40304356813430786,0.01259511150419712,above_below,0,0,1,1,30,34,1024,False,1.1
11,resnext-DINO-ImageNet,random_color,0.693359375,0.461098849773407,0.014409339055418968,above_below,0,0,1,1,30,34,1024,False,1.1
12,resnext-DINO-S,different_shapes,0.96484375,0.18417461216449738,0.005755456630140543,above_below,0,0,1,1,45,34,1024,False,1.1
13,resnext-DINO-S,split_text,0.986328125,0.11612474173307419,0.0036288981791585684,above_below,0,0,1,1,45,34,1024,False,1.1
14,resnext-DINO-S,random_color,0.9150390625,0.2788235545158386,0.008713236078619957,above_below,0,0,1,1,45,34,1024,False,1.1
15,resnext-DINO-ImageNet,different_shapes,0.7646484375,0.4242183566093445,0.013256823644042015,above_below,0,0,1,1,45,34,1024,False,1.1
16,resnext-DINO-ImageNet,split_text,0.794921875,0.403758704662323,0.012617459520697594,above_below,0,0,1,1,45,34,1024,False,1.1
17,resnext-DINO-ImageNet,random_color,0.744140625,0.43634316325187683,0.013635723851621151,above_below,0,0,1,1,45,34,1024,False,1.1
18,resnext-DINO-S,different_shapes,0.974609375,0.157308429479599,0.004915888421237469,above_below,0,0,1,1,60,34,1024,False,1.1
19,resnext-DINO-S,split_text,0.9677734375,0.17660127580165863,0.005518789868801832,above_below,0,0,1,1,60,34,1024,False,1.1
20,resnext-DINO-S,random_color,0.9248046875,0.263706237077713,0.008240819908678532,above_below,0,0,1,1,60,34,1024,False,1.1
21,resnext-DINO-ImageNet,different_shapes,0.7578125,0.4284071922302246,0.013387724757194519,above_below,0,0,1,1,60,34,1024,False,1.1
22,resnext-DINO-ImageNet,split_text,0.6962890625,0.45985934138298035,0.014370604418218136,above_below,0,0,1,1,60,34,1024,False,1.1
23,resnext-DINO-ImageNet,random_color,0.5703125,0.495031476020813,0.015469733625650406,above_below,0,0,1,1,60,34,1024,False,1.1
24,resnext-DINO-S,different_shapes,0.9296875,0.2556729316711426,0.007989779114723206,above_below,0,0,1,1,90,34,1024,False,1.1
25,resnext-DINO-S,split_text,0.984375,0.12401959300041199,0.0038756122812628746,above_below,0,0,1,1,90,34,1024,False,1.1
26,resnext-DINO-S,random_color,0.85546875,0.3516275882720947,0.01098836213350296,above_below,0,0,1,1,90,34,1024,False,1.1
27,resnext-DINO-ImageNet,different_shapes,0.3369140625,0.4726552367210388,0.014770476147532463,above_below,0,0,1,1,90,34,1024,False,1.1
28,resnext-DINO-ImageNet,split_text,0.8046875,0.3964410722255707,0.012388783507049084,above_below,0,0,1,1,90,34,1024,False,1.1
29,resnext-DINO-ImageNet,random_color,0.2119140625,0.4086642861366272,0.0127707589417696,above_below,0,0,1,1,90,34,1024,False,1.1
30,resnext-DINO-S,different_shapes,0.9453125,0.2273692488670349,0.007105289027094841,above_below,0,0,1,1,120,34,1024,False,1.1
31,resnext-DINO-S,split_text,0.9697265625,0.17133872210979462,0.005354335065931082,above_below,0,0,1,1,120,34,1024,False,1.1
32,resnext-DINO-S,random_color,0.970703125,0.16863738000392914,0.005269918125122786,above_below,0,0,1,1,120,34,1024,False,1.1
33,resnext-DINO-ImageNet,different_shapes,0.5068359375,0.4999532699584961,0.015623539686203003,above_below,0,0,1,1,120,34,1024,False,1.1
34,resnext-DINO-ImageNet,split_text,0.8017578125,0.3986755907535553,0.012458612211048603,above_below,0,0,1,1,120,34,1024,False,1.1
35,resnext-DINO-ImageNet,random_color,0.4580078125,0.49823352694511414,0.015569797717034817,above_below,0,0,1,1,120,34,1024,False,1.1
36,resnext-DINO-S,different_shapes,0.9697265625,0.17133872210979462,0.005354335065931082,above_below,0,0,1,1,135,34,1024,False,1.1
37,resnext-DINO-S,split_text,0.98046875,0.13838273286819458,0.004324460402131081,above_below,0,0,1,1,135,34,1024,False,1.1
38,resnext-DINO-S,random_color,0.96875,0.17399263381958008,0.0054372698068618774,above_below,0,0,1,1,135,34,1024,False,1.1
39,resnext-DINO-ImageNet,different_shapes,0.6787109375,0.4669715166091919,0.014592859894037247,above_below,0,0,1,1,135,34,1024,False,1.1
40,resnext-DINO-ImageNet,split_text,0.8798828125,0.32509851455688477,0.010159328579902649,above_below,0,0,1,1,135,34,1024,False,1.1
41,resnext-DINO-ImageNet,random_color,0.525390625,0.49935489892959595,0.015604840591549873,above_below,0,0,1,1,135,34,1024,False,1.1
42,resnext-DINO-S,different_shapes,0.984375,0.12401959300041199,0.0038756122812628746,above_below,0,0,1,1,150,34,1024,False,1.1
43,resnext-DINO-S,split_text,0.9892578125,0.10308633744716644,0.0032214480452239513,above_below,0,0,1,1,150,34,1024,False,1.1
44,resnext-DINO-S,random_color,0.9873046875,0.11195597797632217,0.003498624311760068,above_below,0,0,1,1,150,34,1024,False,1.1
45,resnext-DINO-ImageNet,different_shapes,0.80078125,0.3994128704071045,0.012481652200222015,above_below,0,0,1,1,150,34,1024,False,1.1
46,resnext-DINO-ImageNet,split_text,0.8408203125,0.3658435642719269,0.011432611383497715,above_below,0,0,1,1,150,34,1024,False,1.1
47,resnext-DINO-ImageNet,random_color,0.6611328125,0.47332465648651123,0.014791395515203476,above_below,0,0,1,1,150,34,1024,False,1.1
48,resnext-DINO-S,different_shapes,0.9970703125,0.05404724180698395,0.0016889763064682484,above_below,0,0,1,4,0,34,1024,False,1.1
49,resnext-DINO-S,split_text,0.9912109375,0.09333710372447968,0.00291678449138999,above_below,0,0,1,4,0,34,1024,False,1.1
50,resnext-DINO-S,random_color,0.9892578125,0.10308633744716644,0.0032214480452239513,above_below,0,0,1,4,0,34,1024,False,1.1
51,resnext-DINO-ImageNet,different_shapes,0.884765625,0.31930458545684814,0.009978268295526505,above_below,0,0,1,4,0,34,1024,False,1.1
52,resnext-DINO-ImageNet,split_text,0.9658203125,0.1816904991865158,0.005677828099578619,above_below,0,0,1,4,0,34,1024,False,1.1
