,model_name,condition,acc_mean,acc_std,acc_sem,relation,two_reference_objects,adjacent_reference_objects,n_target_types,n_habituation_stimuli,rotate_angle,seed,n_examples,transpose,same_relation_target_distance_ratio
0,mobilenet-saycam(S),different_shapes,0.9990234375,0.0312347374856472,0.000976085546426475,above_below,0,0,1,1,0,34,1024,False,1.1
1,mobilenet-saycam(S),split_text,0.9951171875,0.06970632076263428,0.002178322523832321,above_below,0,0,1,1,0,34,1024,False,1.1
2,mobilenet-saycam(S),random_color,0.99609375,0.06237781047821045,0.0019493065774440765,above_below,0,0,1,1,0,34,1024,False,1.1
3,mobilenet-imagenet,different_shapes,0.8359375,0.370332270860672,0.011572883464396,above_below,0,0,1,1,0,34,1024,False,1.1
4,mobilenet-imagenet,split_text,0.9326171875,0.25068381428718567,0.007833869196474552,above_below,0,0,1,1,0,34,1024,False,1.1
5,mobilenet-imagenet,random_color,0.7763671875,0.4166787564754486,0.013021211139857769,above_below,0,0,1,1,0,34,1024,False,1.1
6,mobilenet-random,different_shapes,0.5166015625,0.49972429871559143,0.015616384334862232,above_below,0,0,1,1,0,34,1024,False,1.1
7,mobilenet-random,split_text,0.4892578125,0.49988460540771484,0.015621393918991089,above_below,0,0,1,1,0,34,1024,False,1.1
8,mobilenet-random,random_color,0.5244140625,0.49940359592437744,0.015606362372636795,above_below,0,0,1,1,0,34,1024,False,1.1
9,resnext-saycam(S),different_shapes,1.0,0.0,0.0,above_below,0,0,1,1,0,34,1024,False,1.1
10,resnext-saycam(S),split_text,0.99609375,0.06237781047821045,0.0019493065774440765,above_below,0,0,1,1,0,34,1024,False,1.1
11,resnext-saycam(S),random_color,0.9970703125,0.05404724180698395,0.0016889763064682484,above_below,0,0,1,1,0,34,1024,False,1.1
12,resnext-imagenet,different_shapes,0.8583984375,0.3486410081386566,0.01089503150433302,above_below,0,0,1,1,0,34,1024,False,1.1
13,resnext-imagenet,split_text,0.939453125,0.2384972721338272,0.0074530397541821,above_below,0,0,1,1,0,34,1024,False,1.1
14,resnext-imagenet,random_color,0.86328125,0.3435502052307129,0.010735943913459778,above_below,0,0,1,1,0,34,1024,False,1.1
15,resnext-random,different_shapes,0.525390625,0.49935489892959595,0.015604840591549873,above_below,0,0,1,1,0,34,1024,False,1.1
16,resnext-random,split_text,0.498046875,0.4999961853027344,0.01562488079071045,above_below,0,0,1,1,0,34,1024,False,1.1
17,resnext-random,random_color,0.4794921875,0.4995792508125305,0.015611851587891579,above_below,0,0,1,1,0,34,1024,False,1.1
18,mobilenet-saycam(S),different_shapes,1.0,0.0,0.0,above_below,0,0,1,1,30,34,1024,False,1.1
19,mobilenet-saycam(S),split_text,0.9970703125,0.05404724180698395,0.0016889763064682484,above_below,0,0,1,1,30,34,1024,False,1.1
20,mobilenet-saycam(S),random_color,0.9921875,0.08804240077733994,0.002751325024291873,above_below,0,0,1,1,30,34,1024,False,1.1
21,mobilenet-imagenet,different_shapes,0.8623046875,0.34457990527153015,0.010768122039735317,above_below,0,0,1,1,30,34,1024,False,1.1
22,mobilenet-imagenet,split_text,0.865234375,0.3414730727672577,0.010671033523976803,above_below,0,0,1,1,30,34,1024,False,1.1
23,mobilenet-imagenet,random_color,0.7861328125,0.4100341498851776,0.0128135671839118,above_below,0,0,1,1,30,34,1024,False,1.1
24,mobilenet-random,different_shapes,0.498046875,0.4999961853027344,0.01562488079071045,above_below,0,0,1,1,30,34,1024,False,1.1
