,model_name,condition,acc_mean,acc_std,acc_sem,relation,two_reference_objects,adjacent_reference_objects,n_target_types,n_habituation_stimuli,rotate_angle,seed,n_examples,transpose,same_relation_target_distance_ratio
121,resnext-saycam(S)-s,split_text,0.919921875,0.2714141011238098,0.008481690660119057,above_below,0,0,1,4,45,34,1024,False,1.1
122,resnext-saycam(S)-s,random_color,0.9453125,0.2273692488670349,0.007105289027094841,above_below,0,0,1,4,45,34,1024,False,1.1
123,resnext-saycam(S)-h,different_shapes,0.94140625,0.2348627746105194,0.0073394617065787315,above_below,0,0,1,4,45,34,1024,False,1.1
124,resnext-saycam(S)-h,split_text,0.8662109375,0.3404255509376526,0.010638298466801643,above_below,0,0,1,4,45,34,1024,False,1.1
125,resnext-saycam(S)-h,random_color,0.869140625,0.33724650740623474,0.010538953356444836,above_below,0,0,1,4,45,34,1024,False,1.1
126,resnext-saycam(S)-v,different_shapes,0.7666015625,0.42299363017082214,0.013218550942838192,above_below,0,0,1,4,45,34,1024,False,1.1
127,resnext-saycam(S)-v,split_text,0.828125,0.37727177143096924,0.011789742857217789,above_below,0,0,1,4,45,34,1024,False,1.1
128,resnext-saycam(S)-v,random_color,0.6669921875,0.4712893068790436,0.014727790839970112,above_below,0,0,1,4,45,34,1024,False,1.1
129,resnext-saycam(S)-hv,different_shapes,0.62890625,0.48309749364852905,0.015096796676516533,above_below,0,0,1,4,45,34,1024,False,1.1
130,resnext-saycam(S)-hv,split_text,0.7314453125,0.443207710981369,0.013850240968167782,above_below,0,0,1,4,45,34,1024,False,1.1
131,resnext-saycam(S)-hv,random_color,0.5654296875,0.495700478553772,0.015490639954805374,above_below,0,0,1,4,45,34,1024,False,1.1
132,resnext-saycam(S)-s,different_shapes,0.958984375,0.19832634925842285,0.006197698414325714,above_below,0,0,1,4,60,34,1024,False,1.1
133,resnext-saycam(S)-s,split_text,0.9306640625,0.25402453541755676,0.007938266731798649,above_below,0,0,1,4,60,34,1024,False,1.1
134,resnext-saycam(S)-s,random_color,0.939453125,0.2384972721338272,0.0074530397541821,above_below,0,0,1,4,60,34,1024,False,1.1
135,resnext-saycam(S)-h,different_shapes,0.7265625,0.4457235038280487,0.013928859494626522,above_below,0,0,1,4,60,34,1024,False,1.1
136,resnext-saycam(S)-h,split_text,0.7314453125,0.443207710981369,0.013850240968167782,above_below,0,0,1,4,60,34,1024,False,1.1
137,resnext-saycam(S)-h,random_color,0.5498046875,0.4975133240222931,0.015547291375696659,above_below,0,0,1,4,60,34,1024,False,1.1
138,resnext-saycam(S)-v,different_shapes,0.8623046875,0.34457990527153015,0.010768122039735317,above_below,0,0,1,4,60,34,1024,False,1.1
139,resnext-saycam(S)-v,split_text,0.859375,0.34763431549072266,0.010863572359085083,above_below,0,0,1,4,60,34,1024,False,1.1
140,resnext-saycam(S)-v,random_color,0.8076171875,0.39417213201522827,0.012317879125475883,above_below,0,0,1,4,60,34,1024,False,1.1
141,resnext-saycam(S)-hv,different_shapes,0.693359375,0.461098849773407,0.014409339055418968,above_below,0,0,1,4,60,34,1024,False,1.1
142,resnext-saycam(S)-hv,split_text,0.7275390625,0.4452257454395294,0.013913304544985294,above_below,0,0,1,4,60,34,1024,False,1.1
143,resnext-saycam(S)-hv,random_color,0.5654296875,0.495700478553772,0.015490639954805374,above_below,0,0,1,4,60,34,1024,False,1.1
144,resnext-saycam(S)-s,different_shapes,0.798828125,0.4008762240409851,0.012527382001280785,above_below,0,0,1,4,90,34,1024,False,1.1
145,resnext-saycam(S)-s,split_text,0.8173828125,0.3863523602485657,0.012073511257767677,above_below,0,0,1,4,90,34,1024,False,1.1
146,resnext-saycam(S)-s,random_color,0.7666015625,0.42299363017082214,0.013218550942838192,above_below,0,0,1,4,90,34,1024,False,1.1
147,resnext-saycam(S)-h,different_shapes,0.1474609375,0.3545648157596588,0.011080150492489338,above_below,0,0,1,4,90,34,1024,False,1.1
148,resnext-saycam(S)-h,split_text,0.3076171875,0.4615071415901184,0.0144220981746912,above_below,0,0,1,4,90,34,1024,False,1.1
149,resnext-saycam(S)-h,random_color,0.0888671875,0.2845519483089447,0.008892248384654522,above_below,0,0,1,4,90,34,1024,False,1.1
150,resnext-saycam(S)-v,different_shapes,0.9677734375,0.17660127580165863,0.005518789868801832,above_below,0,0,1,4,90,34,1024,False,1.1
151,resnext-saycam(S)-v,split_text,0.9521484375,0.21345208585262299,0.006670377682894468,above_below,0,0,1,4,90,34,1024,False,1.1
152,resnext-saycam(S)-v,random_color,0.9326171875,0.25068381428718567,0.007833869196474552,above_below,0,0,1,4,90,34,1024,False,1.1
153,resnext-saycam(S)-hv,different_shapes,0.642578125,0.4792405366897583,0.014976266771554947,above_below,0,0,1,4,90,34,1024,False,1.1
154,resnext-saycam(S)-hv,split_text,0.6865234375,0.46390625834465027,0.014497070573270321,above_below,0,0,1,4,90,34,1024,False,1.1
155,resnext-saycam(S)-hv,random_color,0.474609375,0.49935489892959595,0.015604840591549873,above_below,0,0,1,4,90,34,1024,False,1.1
156,resnext-saycam(S)-s,different_shapes,0.9189453125,0.27291908860206604,0.008528721518814564,above_below,0,0,1,4,120,34,1024,False,1.1
157,resnext-saycam(S)-s,split_text,0.73828125,0.4395703077316284,0.013736572116613388,above_below,0,0,1,4,120,34,1024,False,1.1
158,resnext-saycam(S)-s,random_color,0.8701171875,0.33617445826530457,0.010505451820790768,above_below,0,0,1,4,120,34,1024,False,1.1
159,resnext-saycam(S)-h,different_shapes,0.6611328125,0.47332465648651123,0.014791395515203476,above_below,0,0,1,4,120,34,1024,False,1.1
160,resnext-saycam(S)-h,split_text,0.810546875,0.39186814427375793,0.012245879508554935,above_below,0,0,1,4,120,34,1024,False,1.1
161,resnext-saycam(S)-h,random_color,0.5400390625,0.49839428067207336,0.015574821271002293,above_below,0,0,1,4,120,34,1024,False,1.1
162,resnext-saycam(S)-v,different_shapes,0.765625,0.42360755801200867,0.01323773618787527,above_below,0,0,1,4,120,34,1024,False,1.1
163,resnext-saycam(S)-v,split_text,0.9150390625,0.2788235545158386,0.008713236078619957,above_below,0,0,1,4,120,34,1024,False,1.1
164,resnext-saycam(S)-v,random_color,0.7470703125,0.4346909821033478,0.013584093190729618,above_below,0,0,1,4,120,34,1024,False,1.1
165,resnext-saycam(S)-hv,different_shapes,0.53515625,0.4987625181674957,0.015586328692734241,above_below,0,0,1,4,120,34,1024,False,1.1
166,resnext-saycam(S)-hv,split_text,0.6279296875,0.4833570122718811,0.015104906633496284,above_below,0,0,1,4,120,34,1024,False,1.1
167,resnext-saycam(S)-hv,random_color,0.4013671875,0.4901750385761261,0.01531796995550394,above_below,0,0,1,4,120,34,1024,False,1.1
168,resnext-saycam(S)-s,different_shapes,0.9404296875,0.2366890162229538,0.007396531756967306,above_below,0,0,1,4,135,34,1024,False,1.1
169,resnext-saycam(S)-s,split_text,0.8876953125,0.3157409429550171,0.009866904467344284,above_below,0,0,1,4,135,34,1024,False,1.1
170,resnext-saycam(S)-s,random_color,0.9482421875,0.22153767943382263,0.006923052482306957,above_below,0,0,1,4,135,34,1024,False,1.1
171,resnext-saycam(S)-h,different_shapes,0.93359375,0.24899087846279144,0.007780964951962233,above_below,0,0,1,4,135,34,1024,False,1.1
172,resnext-saycam(S)-h,split_text,0.8779296875,0.32736700773239136,0.01023021899163723,above_below,0,0,1,4,135,34,1024,False,1.1
173,resnext-saycam(S)-h,random_color,0.8623046875,0.34457990527153015,0.010768122039735317,above_below,0,0,1,4,135,34,1024,False,1.1
174,resnext-saycam(S)-v,different_shapes,0.796875,0.4023247957229614,0.012572649866342545,above_below,0,0,1,4,135,34,1024,False,1.1
175,resnext-saycam(S)-v,split_text,0.8896484375,0.31332746148109436,0.009791483171284199,above_below,0,0,1,4,135,34,1024,False,1.1
176,resnext-saycam(S)-v,random_color,0.7412109375,0.43796950578689575,0.013686547055840492,above_below,0,0,1,4,135,34,1024,False,1.1
177,resnext-saycam(S)-hv,different_shapes,0.5029296875,0.49999141693115234,0.01562473177909851,above_below,0,0,1,4,135,34,1024,False,1.1
178,resnext-saycam(S)-hv,split_text,0.56640625,0.4955706000328064,0.0154865812510252,above_below,0,0,1,4,135,34,1024,False,1.1
179,resnext-saycam(S)-hv,random_color,0.3720703125,0.4833570122718811,0.015104906633496284,above_below,0,0,1,4,135,34,1024,False,1.1
180,resnext-saycam(S)-s,different_shapes,0.921875,0.2683681845664978,0.008386505767703056,above_below,0,0,1,4,150,34,1024,False,1.1
181,resnext-saycam(S)-s,split_text,0.966796875,0.17916661500930786,0.005598956719040871,above_below,0,0,1,4,150,34,1024,False,1.1
182,resnext-saycam(S)-s,random_color,0.974609375,0.157308429479599,0.004915888421237469,above_below,0,0,1,4,150,34,1024,False,1.1
183,resnext-saycam(S)-h,different_shapes,0.98046875,0.13838273286819458,0.004324460402131081,above_below,0,0,1,4,150,34,1024,False,1.1
184,resnext-saycam(S)-h,split_text,0.927734375,0.25892722606658936,0.008091475814580917,above_below,0,0,1,4,150,34,1024,False,1.1
185,resnext-saycam(S)-h,random_color,0.9853515625,0.12014100700616837,0.0037544064689427614,above_below,0,0,1,4,150,34,1024,False,1.1
186,resnext-saycam(S)-v,different_shapes,0.6767578125,0.4677143096923828,0.014616072177886963,above_below,0,0,1,4,150,34,1024,False,1.1
187,resnext-saycam(S)-v,split_text,0.7568359375,0.4289933443069458,0.013406042009592056,above_below,0,0,1,4,150,34,1024,False,1.1
188,resnext-saycam(S)-v,random_color,0.6630859375,0.4726552367210388,0.014770476147532463,above_below,0,0,1,4,150,34,1024,False,1.1
189,resnext-saycam(S)-hv,different_shapes,0.462890625,0.49862098693847656,0.015581905841827393,above_below,0,0,1,4,150,34,1024,False,1.1
190,resnext-saycam(S)-hv,split_text,0.533203125,0.4988963305950165,0.015590510331094265,above_below,0,0,1,4,150,34,1024,False,1.1
191,resnext-saycam(S)-hv,random_color,0.42578125,0.4944608807563782,0.015451902523636818,above_below,0,0,1,4,150,34,1024,False,1.1
192,resnext-saycam(S)-s,different_shapes,0.9794921875,0.141729474067688,0.00442904606461525,above_below,0,0,2,1,0,34,1024,False,1.1
193,resnext-saycam(S)-s,split_text,0.9794921875,0.141729474067688,0.00442904606461525,above_below,0,0,2,1,0,34,1024,False,1.1
194,resnext-saycam(S)-s,random_color,0.9912109375,0.09333710372447968,0.00291678449138999,above_below,0,0,2,1,0,34,1024,False,1.1
195,resnext-saycam(S)-h,different_shapes,0.9921875,0.08804240077733994,0.002751325024291873,above_below,0,0,2,1,0,34,1024,False,1.1
196,resnext-saycam(S)-h,split_text,0.9619140625,0.19140376150608063,0.00598136754706502,above_below,0,0,2,1,0,34,1024,False,1.1
