,model_name,condition,acc_mean,acc_std,acc_sem,relation,two_reference_objects,adjacent_reference_objects,n_target_types,n_habituation_stimuli,rotate_angle,seed,n_examples,transpose,same_relation_target_distance_ratio
0,resnext-DINO-S,different_shapes,0.9912109375,0.09333710372447968,0.00291678449138999,above_below,0,0,1,1,0,34,1024,False,1.3
1,resnext-DINO-S,split_text,0.990234375,0.09833747148513794,0.0030730459839105606,above_below,0,0,1,1,0,34,1024,False,1.3
2,resnext-DINO-S,random_color,0.9755859375,0.15433086454868317,0.004822839517146349,above_below,0,0,1,1,0,34,1024,False,1.3
3,resnext-DINO-ImageNet,different_shapes,0.8623046875,0.34457990527153015,0.010768122039735317,above_below,0,0,1,1,0,34,1024,False,1.3
4,resnext-DINO-ImageNet,split_text,0.9638671875,0.1866205632686615,0.005831892602145672,above_below,0,0,1,1,0,34,1024,False,1.3
5,resnext-DINO-ImageNet,random_color,0.78125,0.4133986532688141,0.01291870791465044,above_below,0,0,1,1,0,34,1024,False,1.3
6,resnext-DINO-S,different_shapes,0.94140625,0.2348627746105194,0.0073394617065787315,above_below,0,0,1,1,30,34,1024,False,1.3
7,resnext-DINO-S,split_text,0.95703125,0.20278668403625488,0.006337083876132965,above_below,0,0,1,1,30,34,1024,False,1.3
8,resnext-DINO-S,random_color,0.91015625,0.28595778346061707,0.008936180733144283,above_below,0,0,1,1,30,34,1024,False,1.3
9,resnext-DINO-ImageNet,different_shapes,0.78515625,0.41071391105651855,0.012834809720516205,above_below,0,0,1,1,30,34,1024,False,1.3
10,resnext-DINO-ImageNet,split_text,0.728515625,0.44472530484199524,0.013897665776312351,above_below,0,0,1,1,30,34,1024,False,1.3
11,resnext-DINO-ImageNet,random_color,0.59375,0.49113228917121887,0.01534788403660059,above_below,0,0,1,1,30,34,1024,False,1.3
12,resnext-DINO-S,different_shapes,0.935546875,0.24555838108062744,0.0076736994087696075,above_below,0,0,1,1,45,34,1024,False,1.3
13,resnext-DINO-S,split_text,0.974609375,0.157308429479599,0.004915888421237469,above_below,0,0,1,1,45,34,1024,False,1.3
14,resnext-DINO-S,random_color,0.8740234375,0.3318229615688324,0.010369467549026012,above_below,0,0,1,1,45,34,1024,False,1.3
15,resnext-DINO-ImageNet,different_shapes,0.703125,0.45688098669052124,0.014277530834078789,above_below,0,0,1,1,45,34,1024,False,1.3
16,resnext-DINO-ImageNet,split_text,0.73046875,0.44371628761291504,0.013866133987903595,above_below,0,0,1,1,45,34,1024,False,1.3
17,resnext-DINO-ImageNet,random_color,0.6474609375,0.4777606725692749,0.01493002101778984,above_below,0,0,1,1,45,34,1024,False,1.3
18,resnext-DINO-S,different_shapes,0.9638671875,0.1866205632686615,0.005831892602145672,above_below,0,0,1,1,60,34,1024,False,1.3
19,resnext-DINO-S,split_text,0.923828125,0.26527291536331177,0.008289778605103493,above_below,0,0,1,1,60,34,1024,False,1.3
20,resnext-DINO-S,random_color,0.8818359375,0.32280227541923523,0.010087571106851101,above_below,0,0,1,1,60,34,1024,False,1.3
21,resnext-DINO-ImageNet,different_shapes,0.689453125,0.46271753311157227,0.014459922909736633,above_below,0,0,1,1,60,34,1024,False,1.3
22,resnext-DINO-ImageNet,split_text,0.6494140625,0.477153480052948,0.014911046251654625,above_below,0,0,1,1,60,34,1024,False,1.3
23,resnext-DINO-ImageNet,random_color,0.4716796875,0.4991973042488098,0.015599915757775307,above_below,0,0,1,1,60,34,1024,False,1.3
24,resnext-DINO-S,different_shapes,0.900390625,0.2994784712791443,0.009358702227473259,above_below,0,0,1,1,90,34,1024,False,1.3
25,resnext-DINO-S,split_text,0.9765625,0.15128840506076813,0.004727762658149004,above_below,0,0,1,1,90,34,1024,False,1.3
