original_index,configuration_index,example_index,scene_type,reference_object,target_object,target_pixel_count,reference_pixel_count,target_count_diff,target_count_ratio,reference_count_diff,reference_count_ratio
9167,57,1839,High Containment,CardboardBoxNoFlaps,Teddy,9120,38327,3723,1.6898276820455809,4515,1.1335324736779842
9168,57,1840,High Containment,ShortBoxNoFlaps,BeachBall,8791,24779,4933,2.278641783307413,1060,1.0446899110417809
9169,57,1841,High Containment,ShortBoxNoFlaps,Knight,5557,28518,1935,1.5342352291551629,3922,1.15945682224752
9170,57,1842,High Containment,ShortBoxNoFlaps,Lego,5946,27497,4514,4.152234636871508,2917,1.118673718470301
9171,57,1843,High Containment,ShortBoxNoFlaps,Pineapple,4907,28989,2077,1.733922261484099,4076,1.1636093605748004
9172,57,1844,High Containment,ShortBoxNoFlaps,PingPong,6533,26910,4820,3.8137769994162287,2451,1.1002085122040965
9173,57,1845,High Containment,ShortBoxNoFlaps,Robot,4128,29374,1941,1.887517146776406,4667,1.1888938357550491
9174,57,1846,High Containment,ShortBoxNoFlaps,RubberDuck,4179,29264,2944,3.3838056680161945,4283,1.1714503022296945
9175,57,1847,High Containment,ShortBoxNoFlaps,Teddy,9121,25734,3724,1.6900129701686122,1739,1.0724734319649927
9176,57,1848,High Containment,WoodenBasket,BeachBall,13925,25248,7652,2.21983102183963,2833,1.1263885790765114
9177,57,1849,High Containment,WoodenBasket,Knight,8078,31123,3221,1.6631665637224624,6722,1.2754805130937257
9178,57,1850,High Containment,WoodenBasket,Lego,11592,27420,7573,2.884299577009206,4230,1.1824062095730918
9179,57,1851,High Containment,WoodenBasket,Pineapple,8163,30989,4152,2.0351533283470458,6136,1.2468917233331993
9180,57,1852,High Containment,WoodenBasket,PingPong,9360,29696,5568,2.4683544303797467,6142,1.2607625031841725
9181,57,1853,High Containment,WoodenBasket,Robot,6050,33058,2743,1.829452676141518,8324,1.336540794048678
9182,57,1854,High Containment,WoodenBasket,RubberDuck,9758,29223,7258,3.9032,4411,1.1777768821537966
9183,57,1855,High Containment,WoodenBasket,Teddy,14130,25074,7359,2.0868409392999556,1330,1.0560141509433962
9184,57,1824,Behind,Basket,BeachBall,6350,35269,-323,0.9515959838153754,14748,1.7186784269772428
9185,57,1825,Behind,Basket,Knight,3584,35269,-1306,0.7329243353783231,12519,1.5502857142857143
9186,57,1826,Behind,Basket,Lego,3683,35269,-843,0.8137428192664604,14531,1.7006943774713088
9187,57,1827,Behind,Basket,Pineapple,3113,35269,-980,0.7605668214023943,12196,1.5285831924760542
9188,57,1828,Behind,Basket,PingPong,4080,35269,-321,0.9270620313565099,14024,1.6601082607672393
9189,57,1829,Behind,Basket,Robot,2154,35269,-1146,0.6527272727272727,12278,1.5340350571962942
9190,57,1830,Behind,Basket,RubberDuck,2272,35269,-328,0.8738461538461538,12289,1.534769364664926
9191,57,1831,Behind,Basket,Teddy,6285,35269,-627,0.9092881944444444,13144,1.5940790960451978
9192,57,1832,Behind,CardboardBoxNoFlaps,BeachBall,7626,46035,3768,1.9766718506998444,12499,1.3727039599236641
9193,57,1833,Behind,CardboardBoxNoFlaps,Knight,4179,46035,557,1.1537824406405301,11621,1.3376823385831347
9194,57,1834,Behind,CardboardBoxNoFlaps,Lego,5057,46035,3625,3.5314245810055866,11637,1.3383045525902668
9195,57,1835,Behind,CardboardBoxNoFlaps,Pineapple,3969,46035,1139,1.4024734982332157,11304,1.3254729204457114
9196,57,1836,Behind,CardboardBoxNoFlaps,PingPong,5273,46035,3560,3.078225335668418,11758,1.3430288531668466
9197,57,1837,Behind,CardboardBoxNoFlaps,Robot,2683,46035,496,1.2267946959304985,11510,1.3333816075307747
9198,57,1838,Behind,CardboardBoxNoFlaps,RubberDuck,3495,46035,2262,2.834549878345499,11234,1.3228068158960948
9199,57,1839,Behind,CardboardBoxNoFlaps,Teddy,7536,46035,2139,1.39633129516398,12223,1.361498876138649
9200,57,1840,Behind,ShortBoxNoFlaps,BeachBall,7626,33443,3768,1.9766718506998444,9724,1.4099666933681858
9201,57,1841,Behind,ShortBoxNoFlaps,Knight,4179,33443,557,1.1537824406405301,8847,1.3596926329484469
9202,57,1842,Behind,ShortBoxNoFlaps,Lego,5057,33443,3625,3.5314245810055866,8863,1.3605777054515866
9203,57,1843,Behind,ShortBoxNoFlaps,Pineapple,3969,33443,1139,1.4024734982332157,8530,1.342391522498294
9204,57,1844,Behind,ShortBoxNoFlaps,PingPong,5273,33443,3560,3.078225335668418,8984,1.3673085571773171
9205,57,1845,Behind,ShortBoxNoFlaps,Robot,2683,33443,496,1.2267946959304985,8736,1.3535840045331282
9206,57,1846,Behind,ShortBoxNoFlaps,RubberDuck,3495,33443,2260,2.8299595141700404,8462,1.3387374404547456
9207,57,1847,Behind,ShortBoxNoFlaps,Teddy,7536,33443,2139,1.39633129516398,9448,1.3937486976453428
9208,57,1848,Behind,WoodenBasket,BeachBall,5694,38841,-579,0.9076996652319465,16426,1.732812848538925
9209,57,1849,Behind,WoodenBasket,Knight,3434,38841,-1423,0.7070207947292567,14440,1.5917790254497766
9210,57,1850,Behind,WoodenBasket,Lego,2908,38841,-1111,0.7235630753918886,15651,1.6749029754204399
9211,57,1851,Behind,WoodenBasket,Pineapple,2888,38841,-1123,0.7200199451508352,13988,1.5628294370900897
9212,57,1852,Behind,WoodenBasket,PingPong,3079,38841,-713,0.8119725738396625,15287,1.6490192748577737
9213,57,1853,Behind,WoodenBasket,Robot,1965,38801,-1342,0.5941941336558815,14067,1.5687313010430985
9214,57,1854,Behind,WoodenBasket,RubberDuck,1989,38841,-511,0.7956,14029,1.5654118974689666
9215,57,1855,Behind,WoodenBasket,Teddy,5834,38841,-937,0.8616157140747305,15097,1.6358237870619947
9216,57,1824,Far Behind,Basket,BeachBall,4030,35269,-2643,0.6039262700434587,14748,1.7186784269772428
9217,57,1825,Far Behind,Basket,Knight,3063,35269,-1827,0.6263803680981596,12519,1.5502857142857143
9218,57,1826,Far Behind,Basket,Lego,3507,35269,-1019,0.774856385329209,14531,1.7006943774713088
9219,57,1827,Far Behind,Basket,Pineapple,3002,35269,-1091,0.7334473491326655,12196,1.5285831924760542
9220,57,1828,Far Behind,Basket,PingPong,3048,35269,-1353,0.6925698704839809,14024,1.6601082607672393
9221,57,1829,Far Behind,Basket,Robot,2952,35269,-348,0.8945454545454545,12278,1.5340350571962942
9222,57,1830,Far Behind,Basket,RubberDuck,3703,35269,1103,1.4242307692307692,12289,1.534769364664926
9223,57,1831,Far Behind,Basket,Teddy,4470,35269,-2442,0.6467013888888888,13144,1.5940790960451978
9224,57,1832,Far Behind,CardboardBoxNoFlaps,BeachBall,4030,46035,172,1.0445826853291862,12499,1.3727039599236641
9225,57,1833,Far Behind,CardboardBoxNoFlaps,Knight,3063,46035,-559,0.8456653782440641,11621,1.3376823385831347
9226,57,1834,Far Behind,CardboardBoxNoFlaps,Lego,3507,46035,2075,2.4490223463687153,11637,1.3383045525902668
9227,57,1835,Far Behind,CardboardBoxNoFlaps,Pineapple,3002,46035,172,1.0607773851590105,11304,1.3254729204457114
9228,57,1836,Far Behind,CardboardBoxNoFlaps,PingPong,3048,46035,1335,1.7793345008756567,11758,1.3430288531668466
9229,57,1837,Far Behind,CardboardBoxNoFlaps,Robot,2952,46035,765,1.3497942386831276,11510,1.3333816075307747
9230,57,1838,Far Behind,CardboardBoxNoFlaps,RubberDuck,3703,46035,2470,3.0032441200324413,11234,1.3228068158960948
9231,57,1839,Far Behind,CardboardBoxNoFlaps,Teddy,4470,46035,-927,0.8282379099499723,12223,1.361498876138649
9232,57,1840,Far Behind,ShortBoxNoFlaps,BeachBall,4030,33443,172,1.0445826853291862,9724,1.4099666933681858
9233,57,1841,Far Behind,ShortBoxNoFlaps,Knight,3063,33443,-559,0.8456653782440641,8847,1.3596926329484469
9234,57,1842,Far Behind,ShortBoxNoFlaps,Lego,3507,33443,2075,2.4490223463687153,8863,1.3605777054515866
9235,57,1843,Far Behind,ShortBoxNoFlaps,Pineapple,3002,33443,172,1.0607773851590105,8530,1.342391522498294
9236,57,1844,Far Behind,ShortBoxNoFlaps,PingPong,3048,33443,1335,1.7793345008756567,8984,1.3673085571773171
9237,57,1845,Far Behind,ShortBoxNoFlaps,Robot,2952,33443,765,1.3497942386831276,8736,1.3535840045331282
9238,57,1846,Far Behind,ShortBoxNoFlaps,RubberDuck,3703,33443,2468,2.9983805668016195,8462,1.3387374404547456
9239,57,1847,Far Behind,ShortBoxNoFlaps,Teddy,4470,33443,-927,0.8282379099499723,9448,1.3937486976453428
9240,57,1848,Far Behind,WoodenBasket,BeachBall,4030,38841,-2243,0.6424358361230671,16426,1.732812848538925
9241,57,1849,Far Behind,WoodenBasket,Knight,3063,38841,-1794,0.6306361951822113,14440,1.5917790254497766
9242,57,1850,Far Behind,WoodenBasket,Lego,3507,38841,-512,0.8726051256531475,15651,1.6749029754204399
9243,57,1851,Far Behind,WoodenBasket,Pineapple,3002,38841,-1009,0.7484417850909998,13988,1.5628294370900897
9244,57,1852,Far Behind,WoodenBasket,PingPong,3048,38841,-744,0.8037974683544303,15287,1.6490192748577737
9245,57,1853,Far Behind,WoodenBasket,Robot,2952,38841,-355,0.892651950408225,14107,1.5703485081264656
9246,57,1854,Far Behind,WoodenBasket,RubberDuck,3703,38841,1203,1.4812,14029,1.5654118974689666
9247,57,1855,Far Behind,WoodenBasket,Teddy,4470,38841,-2301,0.6601683650863979,15097,1.6358237870619947
9248,57,1824,Support,Basket,BeachBall,18291,32314,11618,2.7410460062940207,11793,1.5746795965108913
9249,57,1825,Support,Basket,Knight,11909,32846,7019,2.4353783231083845,10096,1.4437802197802199
9250,57,1826,Support,Basket,Lego,14437,33859,9911,3.1897923110914714,13121,1.632703250072331
9251,57,1827,Support,Basket,Pineapple,11694,33065,7601,2.857073051551429,9992,1.4330602869154423
9252,57,1828,Support,Basket,PingPong,11439,35966,7038,2.5991820040899793,14721,1.6929159802306426
9253,57,1829,Support,Basket,Robot,8227,34612,4927,2.493030303030303,11621,1.5054586577356357
9254,57,1830,Support,Basket,RubberDuck,14731,30589,12131,5.6657692307692304,7609,1.3311140121845082
9255,57,1831,Support,Basket,Teddy,20229,30627,13317,2.9266493055555554,8502,1.384271186440678
9256,57,1832,Support,CardboardBoxNoFlaps,BeachBall,18284,39198,14426,4.739243131156039,5662,1.1688334923664123
9257,57,1833,Support,CardboardBoxNoFlaps,Knight,11069,41743,7447,3.056046383213694,7329,1.212965653513105
9258,57,1834,Support,CardboardBoxNoFlaps,Lego,14437,40168,13005,10.081703910614525,5770,1.1677423105994535
9259,57,1835,Support,CardboardBoxNoFlaps,Pineapple,11482,41033,8652,4.057243816254417,6302,1.181451729002908
9260,57,1836,Support,CardboardBoxNoFlaps,PingPong,11439,43338,9726,6.677758318739055,9061,1.2643463546984859
9261,57,1837,Support,CardboardBoxNoFlaps,Robot,7485,43494,5298,3.422496570644719,8969,1.2597827661115133
9262,57,1838,Support,CardboardBoxNoFlaps,RubberDuck,14393,37319,13160,11.673154906731549,2518,1.0723542426941755
9263,57,1839,Support,CardboardBoxNoFlaps,Teddy,19674,37679,14277,3.6453585325180655,3867,1.1143676801135691
9264,57,1840,Support,ShortBoxNoFlaps,BeachBall,18284,26754,14426,4.739243131156039,3035,1.1279564905771744
9265,57,1841,Support,ShortBoxNoFlaps,Knight,11069,29299,7447,3.056046383213694,4703,1.19120995283786
9266,57,1842,Support,ShortBoxNoFlaps,Lego,14437,27724,13005,10.081703910614525,3144,1.1279088689991863
9267,57,1843,Support,ShortBoxNoFlaps,Pineapple,11482,28589,8652,4.057243816254417,3676,1.1475534861317385
9268,57,1844,Support,ShortBoxNoFlaps,PingPong,11439,30894,9726,6.677758318739055,6435,1.2630933398748927
9269,57,1845,Support,ShortBoxNoFlaps,Robot,7485,31050,5298,3.422496570644719,6343,1.2567288622657546
9270,57,1846,Support,ShortBoxNoFlaps,RubberDuck,14392,24904,13157,11.653441295546559,-77,0.9969176574196389
9271,57,1847,Support,ShortBoxNoFlaps,Teddy,19664,25245,14267,3.6435056512877524,1250,1.0520941862888102
9272,57,1848,Support,WoodenBasket,BeachBall,18291,36070,12018,2.9158297465327596,13655,1.6091902743698416
9273,57,1849,Support,WoodenBasket,Knight,11238,37732,6381,2.313773934527486,13331,1.546330068439818
9274,57,1850,Support,WoodenBasket,Lego,14437,37493,10418,3.5921871112216968,14303,1.616774471755067
9275,57,1851,Support,WoodenBasket,Pineapple,11603,37183,7592,2.8927948142607827,12330,1.4961171689534463
9276,57,1852,Support,WoodenBasket,PingPong,11439,40008,7647,3.016613924050633,16454,1.6985649995754437
9277,57,1853,Support,WoodenBasket,Robot,7632,39508,4325,2.3078318717871182,14774,1.5973154362416107
9278,57,1854,Support,WoodenBasket,RubberDuck,14594,34391,12094,5.8376,9579,1.3860631952281155
9279,57,1855,Support,WoodenBasket,Teddy,19953,34488,13182,2.946832077979619,10744,1.4524932614555257
9280,58,1856,Containment,Basket,BeachBall,10333,29395,0,1.0,0,1.0
9281,58,1857,Containment,Basket,Knight,7252,33179,0,1.0,0,1.0
9282,58,1858,Containment,Basket,Lego,7364,30012,0,1.0,0,1.0
9283,58,1859,Containment,Basket,Pineapple,6326,33536,0,1.0,0,1.0
9284,58,1860,Containment,Basket,PingPong,7295,30405,0,1.0,0,1.0
9285,58,1861,Containment,Basket,Robot,4996,33630,0,1.0,0,1.0
9286,58,1862,Containment,Basket,RubberDuck,4071,33634,0,1.0,0,1.0
9287,58,1863,Containment,Basket,Teddy,10308,31995,0,1.0,0,1.0
9288,58,1864,Containment,CardboardBoxNoFlaps,BeachBall,5793,49673,0,1.0,0,1.0
9289,58,1865,Containment,CardboardBoxNoFlaps,Knight,5199,51122,0,1.0,0,1.0
9290,58,1866,Containment,CardboardBoxNoFlaps,Lego,2408,51080,0,1.0,0,1.0
9291,58,1867,Containment,CardboardBoxNoFlaps,Pineapple,4181,51587,0,1.0,0,1.0
9292,58,1868,Containment,CardboardBoxNoFlaps,PingPong,2672,50943,0,1.0,0,1.0
9293,58,1869,Containment,CardboardBoxNoFlaps,Robot,3254,51395,0,1.0,0,1.0
9294,58,1870,Containment,CardboardBoxNoFlaps,RubberDuck,1971,51724,0,1.0,0,1.0
9295,58,1871,Containment,CardboardBoxNoFlaps,Teddy,7741,50248,0,1.0,0,1.0
9296,58,1872,Containment,ShortBoxNoFlaps,BeachBall,5794,34844,0,1.0,0,1.0
9297,58,1873,Containment,ShortBoxNoFlaps,Knight,5199,36294,0,1.0,0,1.0
9298,58,1874,Containment,ShortBoxNoFlaps,Lego,2410,36250,0,1.0,0,1.0
9299,58,1875,Containment,ShortBoxNoFlaps,Pineapple,4181,36759,0,1.0,0,1.0
9300,58,1876,Containment,ShortBoxNoFlaps,PingPong,2672,36115,0,1.0,0,1.0
9301,58,1877,Containment,ShortBoxNoFlaps,Robot,3254,36567,0,1.0,0,1.0
9302,58,1878,Containment,ShortBoxNoFlaps,RubberDuck,1973,36894,0,1.0,0,1.0
9303,58,1879,Containment,ShortBoxNoFlaps,Teddy,7741,35420,0,1.0,0,1.0
9304,58,1880,Containment,WoodenBasket,BeachBall,9689,32241,0,1.0,0,1.0
9305,58,1881,Containment,WoodenBasket,Knight,7166,35611,0,1.0,0,1.0
9306,58,1882,Containment,WoodenBasket,Lego,6564,33592,0,1.0,0,1.0
9307,58,1883,Containment,WoodenBasket,Pineapple,6123,36149,0,1.0,0,1.0
9308,58,1884,Containment,WoodenBasket,PingPong,6331,33896,0,1.0,0,1.0
9309,58,1885,Containment,WoodenBasket,Robot,4903,36308,0,1.0,0,1.0
9310,58,1886,Containment,WoodenBasket,RubberDuck,4019,36149,0,1.0,0,1.0
9311,58,1887,Containment,WoodenBasket,Teddy,10008,34447,0,1.0,0,1.0
9312,58,1856,High Containment,Basket,BeachBall,21195,29392,10862,2.0511951998451563,-3,0.9998979418268413
9313,58,1857,High Containment,Basket,Knight,12704,37906,5452,1.751792608935466,4727,1.1424696344073058
9314,58,1858,High Containment,Basket,Lego,16870,33717,9506,2.290874524714829,3705,1.1234506197520993
