,model_name,condition,acc_mean,acc_std,acc_sem,relation,two_reference_objects,adjacent_reference_objects,n_target_types,transpose_stimuli,n_habituation_stimuli,rotate_angle,seed,n_examples,extra_diagonal_margin
0,resnext-DINO-ImageNet,different_shapes,0.583984375,0.492896169424057,0.015403005294501781,above_below,0,0,1,0,1,,34,1024,5
1,resnext-DINO-ImageNet,split_text,0.14453125,0.3516275882720947,0.01098836213350296,above_below,0,0,1,0,1,,34,1024,5
2,resnext-DINO-ImageNet,random_color,0.576171875,0.49416378140449524,0.015442618168890476,above_below,0,0,1,0,1,,34,1024,5
3,resnext-DINO-ImageNet,different_shapes,0.599609375,0.48997750878334045,0.01531179714947939,above_below,0,0,1,0,1,30,34,1024,5
4,resnext-DINO-ImageNet,split_text,0.142578125,0.3496420979499817,0.010926315560936928,above_below,0,0,1,0,1,30,34,1024,5
5,resnext-DINO-ImageNet,random_color,0.6015625,0.48957639932632446,0.01529926247894764,above_below,0,0,1,0,1,30,34,1024,5
6,resnext-DINO-ImageNet,different_shapes,0.64453125,0.4786550998687744,0.0149579718708992,above_below,0,0,1,0,1,45,34,1024,5
7,resnext-DINO-ImageNet,split_text,0.1357421875,0.34251460433006287,0.010703581385314465,above_below,0,0,1,0,1,45,34,1024,5
8,resnext-DINO-ImageNet,random_color,0.6328125,0.4820381999015808,0.0150636937469244,above_below,0,0,1,0,1,45,34,1024,5
9,resnext-DINO-ImageNet,different_shapes,0.6796875,0.4665966033935547,0.014581143856048584,above_below,0,0,1,0,1,60,34,1024,5
10,resnext-DINO-ImageNet,split_text,0.1328125,0.3393719792366028,0.010605374351143837,above_below,0,0,1,0,1,60,34,1024,5
11,resnext-DINO-ImageNet,random_color,0.673828125,0.46881103515625,0.014650344848632812,above_below,0,0,1,0,1,60,34,1024,5
12,resnext-DINO-ImageNet,different_shapes,0.623046875,0.4846230149269104,0.01514446921646595,above_below,0,0,1,0,4,,34,1024,5
13,resnext-DINO-ImageNet,split_text,0.1259765625,0.3318229615688324,0.010369467549026012,above_below,0,0,1,0,4,,34,1024,5
14,resnext-DINO-ImageNet,random_color,0.60546875,0.48874977231025696,0.01527343038469553,above_below,0,0,1,0,4,,34,1024,5
15,resnext-DINO-ImageNet,different_shapes,0.5654296875,0.495700478553772,0.015490639954805374,above_below,0,0,1,0,4,30,34,1024,5
16,resnext-DINO-ImageNet,split_text,0.11328125,0.31693628430366516,0.009904258884489536,above_below,0,0,1,0,4,30,34,1024,5
17,resnext-DINO-ImageNet,random_color,0.560546875,0.49632054567337036,0.015510017052292824,above_below,0,0,1,0,4,30,34,1024,5
18,resnext-DINO-ImageNet,different_shapes,0.55078125,0.49741458892822266,0.015544205904006958,above_below,0,0,1,0,4,45,34,1024,5
19,resnext-DINO-ImageNet,split_text,0.103515625,0.30463114380836487,0.009519723244011402,above_below,0,0,1,0,4,45,34,1024,5
20,resnext-DINO-ImageNet,random_color,0.5556640625,0.4968918561935425,0.015527870506048203,above_below,0,0,1,0,4,45,34,1024,5
21,resnext-DINO-ImageNet,different_shapes,0.607421875,0.48832422494888306,0.015260132029652596,above_below,0,0,1,0,4,60,34,1024,5
22,resnext-DINO-ImageNet,split_text,0.08984375,0.28595778346061707,0.008936180733144283,above_below,0,0,1,0,4,60,34,1024,5
23,resnext-DINO-ImageNet,random_color,0.595703125,0.49075543880462646,0.015336107462644577,above_below,0,0,1,0,4,60,34,1024,5
24,resnext-DINO-ImageNet,different_shapes,0.5302734375,0.49908268451690674,0.015596333891153336,above_below,0,0,1,1,1,,34,1024,5
25,resnext-DINO-ImageNet,split_text,0.11328125,0.31693628430366516,0.009904258884489536,above_below,0,0,1,1,1,,34,1024,5
26,resnext-DINO-ImageNet,random_color,0.529296875,0.4991409480571747,0.015598154626786709,above_below,0,0,1,1,1,,34,1024,5
27,resnext-DINO-ImageNet,different_shapes,0.5498046875,0.4975133240222931,0.015547291375696659,above_below,0,0,1,1,1,30,34,1024,5
28,resnext-DINO-ImageNet,split_text,0.1298828125,0.33617445826530457,0.010505451820790768,above_below,0,0,1,1,1,30,34,1024,5
29,resnext-DINO-ImageNet,random_color,0.5517578125,0.497313916683197,0.015541059896349907,above_below,0,0,1,1,1,30,34,1024,5
30,resnext-DINO-ImageNet,different_shapes,0.6337890625,0.48176807165145874,0.015055252239108086,above_below,0,0,1,1,1,45,34,1024,5
31,resnext-DINO-ImageNet,split_text,0.1396484375,0.34662190079689026,0.01083193439990282,above_below,0,0,1,1,1,45,34,1024,5
32,resnext-DINO-ImageNet,random_color,0.6513671875,0.4765374958515167,0.014891796745359898,above_below,0,0,1,1,1,45,34,1024,5
33,resnext-DINO-ImageNet,different_shapes,0.7353515625,0.4411458373069763,0.01378580741584301,above_below,0,0,1,1,1,60,34,1024,5
34,resnext-DINO-ImageNet,split_text,0.1513671875,0.3584064245223999,0.011200200766324997,above_below,0,0,1,1,1,60,34,1024,5
35,resnext-DINO-ImageNet,random_color,0.7265625,0.4457235038280487,0.013928859494626522,above_below,0,0,1,1,1,60,34,1024,5
36,resnext-DINO-ImageNet,different_shapes,0.501953125,0.4999961853027344,0.01562488079071045,above_below,0,0,1,1,4,,34,1024,5
37,resnext-DINO-ImageNet,split_text,0.1025390625,0.3033559024333954,0.009479871951043606,above_below,0,0,1,1,4,,34,1024,5
38,resnext-DINO-ImageNet,random_color,0.515625,0.4997557997703552,0.0156173687428236,above_below,0,0,1,1,4,,34,1024,5
