,model_name,condition,acc_mean,acc_std,acc_sem,relation,two_reference_objects,adjacent_reference_objects,n_target_types,transpose_stimuli,n_habituation_stimuli,rotate_angle,seed,n_examples,extra_diagonal_margin
74,mobilenet-imagenet,random_color,0.5478515625,0.49770495295524597,0.015553279779851437,above_below,0,0,1,1,4,,34,1024,5
75,resnext-imagenet,different_shapes,0.4091796875,0.4916824996471405,0.01536507811397314,above_below,0,0,1,1,4,,34,1024,5
76,resnext-imagenet,split_text,0.072265625,0.25892722606658936,0.008091475814580917,above_below,0,0,1,1,4,,34,1024,5
77,resnext-imagenet,random_color,0.4541015625,0.49788886308670044,0.015559026971459389,above_below,0,0,1,1,4,,34,1024,5
78,mobilenet-imagenet,different_shapes,0.515625,0.4997557997703552,0.0156173687428236,above_below,0,0,1,1,4,30,34,1024,5
79,mobilenet-imagenet,split_text,0.095703125,0.2941836714744568,0.009193239733576775,above_below,0,0,1,1,4,30,34,1024,5
80,mobilenet-imagenet,random_color,0.51953125,0.49961838126182556,0.015613074414432049,above_below,0,0,1,1,4,30,34,1024,5
81,resnext-imagenet,different_shapes,0.466796875,0.4988963305950165,0.015590510331094265,above_below,0,0,1,1,4,30,34,1024,5
82,resnext-imagenet,split_text,0.103515625,0.30463114380836487,0.009519723244011402,above_below,0,0,1,1,4,30,34,1024,5
83,resnext-imagenet,random_color,0.494140625,0.4999656677246094,0.015623927116394043,above_below,0,0,1,1,4,30,34,1024,5
84,mobilenet-imagenet,different_shapes,0.5166015625,0.49972429871559143,0.015616384334862232,above_below,0,0,1,1,4,45,34,1024,5
85,mobilenet-imagenet,split_text,0.099609375,0.2994784712791443,0.009358702227473259,above_below,0,0,1,1,4,45,34,1024,5
86,mobilenet-imagenet,random_color,0.51953125,0.49961838126182556,0.015613074414432049,above_below,0,0,1,1,4,45,34,1024,5
87,resnext-imagenet,different_shapes,0.564453125,0.49582839012145996,0.015494637191295624,above_below,0,0,1,1,4,45,34,1024,5
88,resnext-imagenet,split_text,0.10546875,0.3071564733982086,0.00959863979369402,above_below,0,0,1,1,4,45,34,1024,5
89,resnext-imagenet,random_color,0.583984375,0.492896169424057,0.015403005294501781,above_below,0,0,1,1,4,45,34,1024,5
90,mobilenet-imagenet,different_shapes,0.642578125,0.4792405366897583,0.014976266771554947,above_below,0,0,1,1,4,60,34,1024,5
91,mobilenet-imagenet,split_text,0.0947265625,0.29283687472343445,0.009151152335107327,above_below,0,0,1,1,4,60,34,1024,5
92,mobilenet-imagenet,random_color,0.6201171875,0.48535746335983276,0.015167420729994774,above_below,0,0,1,1,4,60,34,1024,5
93,resnext-imagenet,different_shapes,0.7431640625,0.4368881285190582,0.01365275401622057,above_below,0,0,1,1,4,60,34,1024,5
94,resnext-imagenet,split_text,0.123046875,0.3284910023212433,0.010265343822538853,above_below,0,0,1,1,4,60,34,1024,5
95,resnext-imagenet,random_color,0.7578125,0.4284071922302246,0.013387724757194519,above_below,0,0,1,1,4,60,34,1024,5
96,mobilenet-imagenet,different_shapes,0.5908203125,0.4916824996471405,0.01536507811397314,above_below,0,0,2,0,1,,34,1024,5
97,mobilenet-imagenet,split_text,0.0888671875,0.2845519483089447,0.008892248384654522,above_below,0,0,2,0,1,,34,1024,5
98,mobilenet-imagenet,random_color,0.5400390625,0.49839428067207336,0.015574821271002293,above_below,0,0,2,0,1,,34,1024,5
99,resnext-imagenet,different_shapes,0.63671875,0.4809448719024658,0.015029527246952057,above_below,0,0,2,0,1,,34,1024,5
100,resnext-imagenet,split_text,0.0966796875,0.2955211102962494,0.009235034696757793,above_below,0,0,2,0,1,,34,1024,5
101,resnext-imagenet,random_color,0.61328125,0.4869983196258545,0.015218697488307953,above_below,0,0,2,0,1,,34,1024,5
102,mobilenet-imagenet,different_shapes,0.5439453125,0.4980650544166565,0.015564532950520515,above_below,0,0,2,0,1,30,34,1024,5
103,mobilenet-imagenet,split_text,0.099609375,0.2994784712791443,0.009358702227473259,above_below,0,0,2,0,1,30,34,1024,5
104,mobilenet-imagenet,random_color,0.5107421875,0.49988460540771484,0.015621393918991089,above_below,0,0,2,0,1,30,34,1024,5
105,resnext-imagenet,different_shapes,0.6181640625,0.4858366549015045,0.015182395465672016,above_below,0,0,2,0,1,30,34,1024,5
106,resnext-imagenet,split_text,0.0947265625,0.29283687472343445,0.009151152335107327,above_below,0,0,2,0,1,30,34,1024,5
107,resnext-imagenet,random_color,0.6064453125,0.4885380268096924,0.015266813337802887,above_below,0,0,2,0,1,30,34,1024,5
108,mobilenet-imagenet,different_shapes,0.55859375,0.4965549111366272,0.0155173409730196,above_below,0,0,2,0,1,45,34,1024,5
109,mobilenet-imagenet,split_text,0.095703125,0.2941836714744568,0.009193239733576775,above_below,0,0,2,0,1,45,34,1024,5
110,mobilenet-imagenet,random_color,0.546875,0.4977978765964508,0.015556183643639088,above_below,0,0,2,0,1,45,34,1024,5
111,resnext-imagenet,different_shapes,0.595703125,0.49075543880462646,0.015336107462644577,above_below,0,0,2,0,1,45,34,1024,5
112,resnext-imagenet,split_text,0.0908203125,0.28735342621803284,0.008979794569313526,above_below,0,0,2,0,1,45,34,1024,5
113,resnext-imagenet,random_color,0.5849609375,0.4927287697792053,0.015397774055600166,above_below,0,0,2,0,1,45,34,1024,5
114,mobilenet-imagenet,different_shapes,0.5595703125,0.4964386820793152,0.0155137088149786,above_below,0,0,2,0,1,60,34,1024,5
115,mobilenet-imagenet,split_text,0.087890625,0.2831357717514038,0.008847992867231369,above_below,0,0,2,0,1,60,34,1024,5
116,mobilenet-imagenet,random_color,0.595703125,0.49075543880462646,0.015336107462644577,above_below,0,0,2,0,1,60,34,1024,5
117,resnext-imagenet,different_shapes,0.6142578125,0.4867701232433319,0.015211566351354122,above_below,0,0,2,0,1,60,34,1024,5
118,resnext-imagenet,split_text,0.1015625,0.30207210779190063,0.009439753368496895,above_below,0,0,2,0,1,60,34,1024,5
119,resnext-imagenet,random_color,0.58984375,0.49186187982559204,0.015370683744549751,above_below,0,0,2,0,1,60,34,1024,5
120,mobilenet-imagenet,different_shapes,0.59375,0.49113228917121887,0.01534788403660059,above_below,0,0,2,0,4,,34,1024,5
121,mobilenet-imagenet,split_text,0.1044921875,0.305897980928421,0.009559311904013157,above_below,0,0,2,0,4,,34,1024,5
122,mobilenet-imagenet,random_color,0.5654296875,0.495700478553772,0.015490639954805374,above_below,0,0,2,0,4,,34,1024,5
123,resnext-imagenet,different_shapes,0.6259765625,0.483869731426239,0.01512092910706997,above_below,0,0,2,0,4,,34,1024,5
124,resnext-imagenet,split_text,0.1064453125,0.3084067106246948,0.009637709707021713,above_below,0,0,2,0,4,,34,1024,5
125,resnext-imagenet,random_color,0.625,0.4841229319572449,0.015128841623663902,above_below,0,0,2,0,4,,34,1024,5
126,mobilenet-imagenet,different_shapes,0.529296875,0.4991409480571747,0.015598154626786709,above_below,0,0,2,0,4,30,34,1024,5
127,mobilenet-imagenet,split_text,0.109375,0.3121091425418854,0.009753410704433918,above_below,0,0,2,0,4,30,34,1024,5
128,mobilenet-imagenet,random_color,0.501953125,0.4999961853027344,0.01562488079071045,above_below,0,0,2,0,4,30,34,1024,5
129,resnext-imagenet,different_shapes,0.5791015625,0.49370330572128296,0.015428228303790092,above_below,0,0,2,0,4,30,34,1024,5
130,resnext-imagenet,split_text,0.1083984375,0.31088295578956604,0.009715092368423939,above_below,0,0,2,0,4,30,34,1024,5
131,resnext-imagenet,random_color,0.5576171875,0.4966691732406616,0.015520911663770676,above_below,0,0,2,0,4,30,34,1024,5
132,mobilenet-imagenet,different_shapes,0.517578125,0.4996909201145172,0.015615341253578663,above_below,0,0,2,0,4,45,34,1024,5
133,mobilenet-imagenet,split_text,0.1064453125,0.3084067106246948,0.009637709707021713,above_below,0,0,2,0,4,45,34,1024,5
134,mobilenet-imagenet,random_color,0.5361328125,0.49869272112846375,0.015584147535264492,above_below,0,0,2,0,4,45,34,1024,5
135,resnext-imagenet,different_shapes,0.544921875,0.49797794222831726,0.015561810694634914,above_below,0,0,2,0,4,45,34,1024,5
136,resnext-imagenet,split_text,0.1005859375,0.30077967047691345,0.009399364702403545,above_below,0,0,2,0,4,45,34,1024,5
137,resnext-imagenet,random_color,0.5537109375,0.49710676074028015,0.015534586273133755,above_below,0,0,2,0,4,45,34,1024,5
138,mobilenet-imagenet,different_shapes,0.5068359375,0.4999532699584961,0.015623539686203003,above_below,0,0,2,0,4,60,34,1024,5
139,mobilenet-imagenet,split_text,0.0986328125,0.2981683909893036,0.009317762218415737,above_below,0,0,2,0,4,60,34,1024,5
140,mobilenet-imagenet,random_color,0.572265625,0.49475011229515076,0.015460941009223461,above_below,0,0,2,0,4,60,34,1024,5
141,resnext-imagenet,different_shapes,0.5322265625,0.49896037578582764,0.015592511743307114,above_below,0,0,2,0,4,60,34,1024,5
142,resnext-imagenet,split_text,0.1044921875,0.305897980928421,0.009559311904013157,above_below,0,0,2,0,4,60,34,1024,5
143,resnext-imagenet,random_color,0.5458984375,0.49788886308670044,0.015559026971459389,above_below,0,0,2,0,4,60,34,1024,5
144,mobilenet-imagenet,different_shapes,0.4853515625,0.4997853636741638,0.01561829261481762,above_below,0,0,2,1,1,,34,1024,5
145,mobilenet-imagenet,split_text,0.0908203125,0.28735342621803284,0.008979794569313526,above_below,0,0,2,1,1,,34,1024,5
146,mobilenet-imagenet,random_color,0.521484375,0.49953821301460266,0.015610569156706333,above_below,0,0,2,1,1,,34,1024,5
147,resnext-imagenet,different_shapes,0.443359375,0.49678146839141846,0.015524420887231827,above_below,0,0,2,1,1,,34,1024,5
148,resnext-imagenet,split_text,0.09375,0.2914806008338928,0.00910876877605915,above_below,0,0,2,1,1,,34,1024,5
149,resnext-imagenet,random_color,0.48828125,0.4998626410961151,0.015620707534253597,above_below,0,0,2,1,1,,34,1024,5
150,mobilenet-imagenet,different_shapes,0.533203125,0.4988963305950165,0.015590510331094265,above_below,0,0,2,1,1,30,34,1024,5
151,mobilenet-imagenet,split_text,0.0947265625,0.29283687472343445,0.009151152335107327,above_below,0,0,2,1,1,30,34,1024,5
152,mobilenet-imagenet,random_color,0.541015625,0.49831488728523254,0.015572340227663517,above_below,0,0,2,1,1,30,34,1024,5
153,resnext-imagenet,different_shapes,0.51953125,0.49961838126182556,0.015613074414432049,above_below,0,0,2,1,1,30,34,1024,5
154,resnext-imagenet,split_text,0.0888671875,0.2845519483089447,0.008892248384654522,above_below,0,0,2,1,1,30,34,1024,5
155,resnext-imagenet,random_color,0.525390625,0.49935489892959595,0.015604840591549873,above_below,0,0,2,1,1,30,34,1024,5
156,mobilenet-imagenet,different_shapes,0.55078125,0.49741458892822266,0.015544205904006958,above_below,0,0,2,1,1,45,34,1024,5
157,mobilenet-imagenet,split_text,0.0947265625,0.29283687472343445,0.009151152335107327,above_below,0,0,2,1,1,45,34,1024,5
158,mobilenet-imagenet,random_color,0.56640625,0.4955706000328064,0.0154865812510252,above_below,0,0,2,1,1,45,34,1024,5
159,resnext-imagenet,different_shapes,0.6015625,0.48957639932632446,0.01529926247894764,above_below,0,0,2,1,1,45,34,1024,5
160,resnext-imagenet,split_text,0.0908203125,0.28735342621803284,0.008979794569313526,above_below,0,0,2,1,1,45,34,1024,5
161,resnext-imagenet,random_color,0.576171875,0.49416378140449524,0.015442618168890476,above_below,0,0,2,1,1,45,34,1024,5
162,mobilenet-imagenet,different_shapes,0.607421875,0.48832422494888306,0.015260132029652596,above_below,0,0,2,1,1,60,34,1024,5
163,mobilenet-imagenet,split_text,0.1005859375,0.30077967047691345,0.009399364702403545,above_below,0,0,2,1,1,60,34,1024,5
164,mobilenet-imagenet,random_color,0.6123046875,0.48722442984580994,0.01522576343268156,above_below,0,0,2,1,1,60,34,1024,5
165,resnext-imagenet,different_shapes,0.6708984375,0.4698869287967682,0.014683966524899006,above_below,0,0,2,1,1,60,34,1024,5
166,resnext-imagenet,split_text,0.0908203125,0.28735342621803284,0.008979794569313526,above_below,0,0,2,1,1,60,34,1024,5
167,resnext-imagenet,random_color,0.666015625,0.471634179353714,0.014738568104803562,above_below,0,0,2,1,1,60,34,1024,5
168,mobilenet-imagenet,different_shapes,0.462890625,0.49862098693847656,0.015581905841827393,above_below,0,0,2,1,4,,34,1024,5
169,mobilenet-imagenet,split_text,0.111328125,0.31453803181648254,0.00982931349426508,above_below,0,0,2,1,4,,34,1024,5
170,mobilenet-imagenet,random_color,0.521484375,0.49953821301460266,0.015610569156706333,above_below,0,0,2,1,4,,34,1024,5
171,resnext-imagenet,different_shapes,0.431640625,0.4953049421310425,0.015478279441595078,above_below,0,0,2,1,4,,34,1024,5
172,resnext-imagenet,split_text,0.107421875,0.30964887142181396,0.009676527231931686,above_below,0,0,2,1,4,,34,1024,5
173,resnext-imagenet,random_color,0.501953125,0.4999961853027344,0.01562488079071045,above_below,0,0,2,1,4,,34,1024,5
174,mobilenet-imagenet,different_shapes,0.4912109375,0.4999227523803711,0.015622586011886597,above_below,0,0,2,1,4,30,34,1024,5
175,mobilenet-imagenet,split_text,0.1064453125,0.3084067106246948,0.009637709707021713,above_below,0,0,2,1,4,30,34,1024,5
176,mobilenet-imagenet,random_color,0.5166015625,0.49972429871559143,0.015616384334862232,above_below,0,0,2,1,4,30,34,1024,5
177,resnext-imagenet,different_shapes,0.498046875,0.4999961853027344,0.01562488079071045,above_below,0,0,2,1,4,30,34,1024,5
178,resnext-imagenet,split_text,0.115234375,0.31930458545684814,0.009978268295526505,above_below,0,0,2,1,4,30,34,1024,5
179,resnext-imagenet,random_color,0.4892578125,0.49988460540771484,0.015621393918991089,above_below,0,0,2,1,4,30,34,1024,5
180,mobilenet-imagenet,different_shapes,0.5029296875,0.49999141693115234,0.01562473177909851,above_below,0,0,2,1,4,45,34,1024,5
181,mobilenet-imagenet,split_text,0.1025390625,0.3033559024333954,0.009479871951043606,above_below,0,0,2,1,4,45,34,1024,5
182,mobilenet-imagenet,random_color,0.50390625,0.4999847412109375,0.015624523162841797,above_below,0,0,2,1,4,45,34,1024,5
183,resnext-imagenet,different_shapes,0.5595703125,0.4964386820793152,0.0155137088149786,above_below,0,0,2,1,4,45,34,1024,5
184,resnext-imagenet,split_text,0.1025390625,0.3033559024333954,0.009479871951043606,above_below,0,0,2,1,4,45,34,1024,5
185,resnext-imagenet,random_color,0.5546875,0.4970002770423889,0.015531258657574654,above_below,0,0,2,1,4,45,34,1024,5
186,mobilenet-imagenet,different_shapes,0.5380859375,0.49854734539985657,0.015579604543745518,above_below,0,0,2,1,4,60,34,1024,5
187,mobilenet-imagenet,split_text,0.09765625,0.2968493103981018,0.009276540949940681,above_below,0,0,2,1,4,60,34,1024,5
188,mobilenet-imagenet,random_color,0.5576171875,0.4966691732406616,0.015520911663770676,above_below,0,0,2,1,4,60,34,1024,5
189,resnext-imagenet,different_shapes,0.6220703125,0.48486992716789246,0.01515218522399664,above_below,0,0,2,1,4,60,34,1024,5
190,resnext-imagenet,split_text,0.1025390625,0.3033559024333954,0.009479871951043606,above_below,0,0,2,1,4,60,34,1024,5
191,resnext-imagenet,random_color,0.6064453125,0.4885380268096924,0.015266813337802887,above_below,0,0,2,1,4,60,34,1024,5
192,mobilenet-imagenet,different_shapes,0.607421875,0.48832422494888306,0.015260132029652596,above_below,1,0,1,0,1,,34,1024,5
193,mobilenet-imagenet,split_text,0.1513671875,0.3584064245223999,0.011200200766324997,above_below,1,0,1,0,1,,34,1024,5
194,mobilenet-imagenet,random_color,0.5615234375,0.49620044231414795,0.015506263822317123,above_below,1,0,1,0,1,,34,1024,5
195,resnext-imagenet,different_shapes,0.73046875,0.44371628761291504,0.013866133987903595,above_below,1,0,1,0,1,,34,1024,5
196,resnext-imagenet,split_text,0.181640625,0.38554805517196655,0.012048376724123955,above_below,1,0,1,0,1,,34,1024,5
197,resnext-imagenet,random_color,0.6640625,0.4723171591758728,0.014759911224246025,above_below,1,0,1,0,1,,34,1024,5
198,mobilenet-imagenet,different_shapes,0.537109375,0.49862098693847656,0.015581905841827393,above_below,1,0,1,0,1,30,34,1024,5
199,mobilenet-imagenet,split_text,0.126953125,0.33292046189308167,0.010403764434158802,above_below,1,0,1,0,1,30,34,1024,5
200,mobilenet-imagenet,random_color,0.5361328125,0.49869272112846375,0.015584147535264492,above_below,1,0,1,0,1,30,34,1024,5
201,resnext-imagenet,different_shapes,0.6552734375,0.4752790331840515,0.01485246978700161,above_below,1,0,1,0,1,30,34,1024,5
202,resnext-imagenet,split_text,0.146484375,0.3535911440849304,0.011049723252654076,above_below,1,0,1,0,1,30,34,1024,5
203,resnext-imagenet,random_color,0.64453125,0.4786550998687744,0.0149579718708992,above_below,1,0,1,0,1,30,34,1024,5
204,mobilenet-imagenet,different_shapes,0.58203125,0.49322497844696045,0.015413280576467514,above_below,1,0,1,0,1,45,34,1024,5
205,mobilenet-imagenet,split_text,0.123046875,0.3284910023212433,0.010265343822538853,above_below,1,0,1,0,1,45,34,1024,5
206,mobilenet-imagenet,random_color,0.5791015625,0.49370330572128296,0.015428228303790092,above_below,1,0,1,0,1,45,34,1024,5
207,resnext-imagenet,different_shapes,0.595703125,0.49075543880462646,0.015336107462644577,above_below,1,0,1,0,1,45,34,1024,5
208,resnext-imagenet,split_text,0.126953125,0.33292046189308167,0.010403764434158802,above_below,1,0,1,0,1,45,34,1024,5
209,resnext-imagenet,random_color,0.6103515625,0.48767051100730896,0.015239703468978405,above_below,1,0,1,0,1,45,34,1024,5
210,mobilenet-imagenet,different_shapes,0.6748046875,0.4684477746486664,0.014638992957770824,above_below,1,0,1,0,1,60,34,1024,5
211,mobilenet-imagenet,split_text,0.1337890625,0.3404255509376526,0.010638298466801643,above_below,1,0,1,0,1,60,34,1024,5
212,mobilenet-imagenet,random_color,0.6728515625,0.4691719710826874,0.01466162409633398,above_below,1,0,1,0,1,60,34,1024,5
213,resnext-imagenet,different_shapes,0.6123046875,0.48722442984580994,0.01522576343268156,above_below,1,0,1,0,1,60,34,1024,5
